popsize,unemployed,avgsalary,livarea,invests,factoriescap,conscap,consnewareas,retailturnover,foodservturnover,lat,lon,saldo
0.030409115667883905,0.007303581488516086,0.15586916322952937,0.3804294796572291,0.005715353370778013,0.007718499428937965,0.003845317434469927,0.00857163717283168,0.013221481134575013,0.004205115581942284,0.865321970378051,0.1861572085664163,0.009676974911609225
0.030203010171265695,0.0075226671183140775,0.23965473447080374,0.5204351177766564,0.006993088963352612,0.01416729082849543,0.003825273712758149,0.0016779981678894896,0.007282367885173301,0.004681925205529355,0.8655630084402828,0.18632262655611334,0.0010667669088380767
0.030777629029666968,0.007409282327348861,0.15856598714757977,0.3225847356525833,0.006026030855318377,0.005804498527713996,0.0037514451172944874,0.001157791729780049,0.014552253535339734,0.0045893480113825885,0.692429559908041,0.22225634780154246,0.00018742573243887297
0.01298335599621693,0.006848445043678459,0.2313611964560977,0.3924316240804122,0.010337814193463784,0.0017193702818898496,0.003745415732820664,0.0003366511827903084,0.004123990509071071,0.004205115581942284,0.6866634958586051,0.22130598133280682,-0.0061032751049715835
0.03534310814094944,0.006697076978574063,0.279715689574692,0.40156841797622295,0.006818797524514972,0.018114913883281236,0.0070068039221986384,0.00856090806618074,0.009689805974337135,0.004205115581942284,0.8573721098604994,0.17887801178520296,-0.0017200836036912956
0.021004951454868817,0.007393357759637339,0.23418570928275337,0.3950577824363599,0.010730662289292193,0.01631644263195958,0.0039709750675200025,0.0005502480170473433,0.01357302522921992,0.005807662878781013,0.8697497925406545,0.18400035428600414,-0.0021566714009995285
0.04708254882358716,0.006697076978574063,0.23526198337214252,0.31680766087659606,0.006953696633129676,0.023021465408888022,0.006838478818125265,0.0019744086517515464,0.04930961454645358,0.0123363093523798,0.6843260997896704,0.22077349651549957,0.001911306617632295
0.03815364780248616,0.006697076978574063,0.16233425837922233,0.3053731660629376,0.006719936078250301,0.004080665127279677,0.003928738656709356,0.0015622036624316034,0.026210024779717483,0.011136662850357408,0.6925788247315436,0.2220525698330593,0.01736535387034606
0.047748871766445794,0.006697076978574063,0.23417968007917994,0.30985127374109334,0.01613820607026378,0.030447271059487708,0.006534804147888299,0.008605096168024434,0.049682803594418026,0.013487542409609993,0.6784878735531935,0.22189440802812127,-0.0100151786144463
0.02688918886122017,0.01401499088820458,0.2951790863897517,0.40524753168140976,0.008572969675107284,0.018197087597620037,0.006227519412103272,0.008334448811668586,0.007241269834467375,0.012502276158257889,0.8661471319204348,0.17887009982685845,-0.005830206400967493
0.03910974726849419,0.014854307795851658,0.27988847183381904,0.4273060546674299,0.00835711597521808,0.029924963159515896,0.00665322800333676,0.008916018333116789,0.020565609817017994,0.005869747427489791,0.8670087582486554,0.1812639417722373,0.002238715683524745
0.031217845788949348,0.0069538210407965794,0.24930270305751737,0.4479950664984518,0.006803389605523726,0.018610657846129863,0.0067759347203282215,0.008647482744033236,0.004789686566417071,0.009548659657806284,0.8630880104016385,0.18758025005970339,-0.00032693184801209287
0.055432228312131945,0.006741039232602971,0.23263344873698316,0.34595413568374606,0.016456395410529647,0.03406329232325801,0.006471395563609003,0.008557410120178218,0.04449995668335851,0.005129524658255738,0.8177670681204217,0.1782854624789019,-0.01720657508278777
0.05109554470418733,0.007852636366113743,0.2064876126999757,0.3332885714410047,0.009041564683310868,0.02512426378440913,0.006881302888457085,0.008523835221067548,0.04323883084439649,0.013590395803405639,0.6790068271785398,0.22158039600693488,-0.004625011297127973
0.022494024183155836,0.006715991770697391,0.19014013918667494,0.33120894640969084,0.00785951503968586,0.0025512585437011646,0.003780416631548697,0.00034544910675780513,0.013835203116335197,0.004237744869055401,0.6885503146364425,0.22350424515245348,-0.0029488712830307465
0.03981996498939559,0.007921209751751732,0.20695660326736243,0.31910486535617283,0.005921936730850621,0.010181246533194363,0.004257923162900027,0.002363165988028405,0.029478386273467265,0.011438822239244896,0.6909811228239751,0.22279466655991642,0.01127915818624604
0.031644876444643755,0.007763985682449912,0.1416057071328988,0.35972823771760815,0.00648224832860633,0.01142696278477016,0.003782281577096069,0.0016745062812993233,0.0119874213392109,0.004205115581942284,0.6882167749573651,0.22360694423867447,-0.009419933987510096
0.03337571228629015,0.007351033632648107,0.17732458769553458,0.409476313272235,0.005891220068667286,0.012226399838018525,0.003983230417275476,0.008775260064726351,0.009361866751412203,0.01086949531904707,0.8631696351443795,0.1864404395869172,0.014119163207239488
0.021105315721454628,0.006697076978574063,0.20562503632095086,0.33211467485712853,0.017466003262484268,0.004863777896101398,0.0037665222523675843,0.0003058281081658957,0.017088719650857787,0.004396522098611124,0.683087720637352,0.22231921629102067,-0.003957297729575589
0.03872196115682108,0.007280388391450593,0.24600937289503963,0.3774839867394254,0.008700947726947354,0.013956183710763575,0.0038217589806829903,0.0011492295214596332,0.012247578771431199,0.005067086953426828,0.6861784980440464,0.22360694423867447,0.004999433940343443
0.035294248442573624,0.007042905323360873,0.2800002455749429,0.37803079459665345,0.008071736183241692,0.020482364834216327,0.006930567789186053,0.008742519808533265,0.011144197413494986,0.01120122779014833,0.8557883744223282,0.17883714902008319,-0.0067611706087217175
0.04637458618115417,0.015001112500828064,0.3302326386255404,0.41708319576365116,0.00938470322149879,0.03153754477835098,0.006324842943948817,0.015623739615905543,0.02720074250330321,0.012347310944075726,0.870509750065647,0.17913233657306912,-0.008752997359523104
0.03128828246702704,0.007475665506645274,0.22578656990613682,0.4455019975646742,0.006501575130336795,0.017860680515814114,0.006929456567574127,0.008610082418469707,0.007454209451679399,0.01337989601664268,0.8629203176237386,0.18787752672080463,-0.0007552408439563695
0.03316800188928877,0.007179885637293893,0.24510428967908,0.4208728483138071,0.007620189247954675,0.021376184587744006,0.006496868106354759,0.008778555611673657,0.00414627135011662,0.00476433880277924,0.8573831013089634,0.18088829575621618,-0.00018080686508046098
0.030931938788466964,0.00721047516606221,0.22526282057369298,0.4438491171301024,0.006798407611032644,0.017671616237070042,0.006916431195616443,0.008613966465218162,0.007807409906046801,0.013895063030207641,0.8588987500015286,0.1872617681857993,0.0018387066557597072
0.025691604686681253,0.007164813627913901,0.20691102590739674,0.356163076018458,0.00828977879742595,0.008172290710307204,0.00378328466067828,0.0009133187058325016,0.012674908551662256,0.004980605236995949,0.6879229626869777,0.22325427982213308,0.0021942329273791244
0.025586362985340727,0.0070257482343527985,0.2551232250735917,0.39244309668652444,0.009982539426219383,0.010540808758423822,0.0066991568223995525,0.0006623378928475752,0.006124650329416413,0.006482263285033249,0.8650102577248054,0.18392004027861833,-0.006060971245019262
0.03275599206133978,0.007574059567319876,0.21965896606490384,0.39133022008259605,0.006796538078505979,0.015926102973868844,0.006688495860000698,0.00830426154489189,0.013895858445626375,0.010835345418925368,0.8623877401709155,0.18460804077212456,0.0020785803949001525
0.03047328495567569,0.006912135325520895,0.14031604756360094,0.28738450259252013,0.007670058873149493,0.005761916001727312,0.003714704447492043,0.0014776355287933664,0.016909806204438122,0.005432432957987655,0.6989481682804325,0.22249683301294182,-0.0057195191746389415
0.05221166695307047,0.013237786502972377,0.22184029827651627,0.3175649605974384,0.008146502261349706,0.024715497804169623,0.0070068039221986384,0.0019770516427575846,0.05861279425080014,0.013533067051801965,0.6950358246339212,0.2219490088441916,-0.0015358521234424987
0.054546017080873754,0.013871303414273341,0.23372762889601295,0.3281458406025638,0.00917564537865857,0.03042388387165159,0.007003914843463243,0.00866464234514034,0.05571969509319507,0.01347069549547328,0.6790560721626648,0.22177374558833815,-0.006746246826293861
0.03053347038008019,0.007383446100478049,0.24857761117854224,0.4324877195861791,0.007632172799517163,0.018067109047500474,0.006723214766208314,0.008832152489984417,0.00692466581474779,0.006122194678630685,0.8612214887104085,0.18699972738221443,0.0005678736631143638
